boardType,title,content
[퓨어바닐라] 길드 게시판,"?토벌 in 1%, 48Lv 세미 즐겜길드 하리보 말랑펀치 길드원 모집?","? 안녕하세요, 하리보 말랑펀치 길드의 베르바입니다. ? ? 하리보 말랑펀치는 꾸준히 토벌 상위 1%이내에 진입하고 있는 세미 즐겜길드입니다. ? 토벌 in 1%를 지향하기 때문에 이를 위한 토벌 참석률 제한, 나눠치기 규정 등이 있으나 그 외에는 대체로 즐겜을 지향하는 길드라고 봐주시면 될 것 같아요: ) 오전 일찍 찍은 스크린샷이라 참여자가 적음에도 600위대로 안정적인 in 1%에 진입한 모습 ? 길드시스템 오픈 직후 첫 시즌을 제외하고는 한 번도 놓치지 않고 상위 1%를 유지하고 있으며, 새로 시작한 흉포한 용의 시즌 4-1도 6~800위 사이를 오가며 안정적인 1%를 유지 중에 있습니다. ? 안정적인 1% 유지를 위해 토벌 참석이 필수적이고, 나눠치기도 특별한 일이 없다면 꼭 해주셔야 하지만 그 외의 터치는 없습니다: ) ? 길드 가입 조건 및 규정은 아래 이미지를 참고해주세요! ? 문의: 카카오톡 오픈프로필( https://open.kakao.com/me/BeRBa ) ? 아래 정보와 함께 문의 주시면 감사하겠습니다:  D ? ? 1. 대략적인 나이 20대 중반, 30대 초반 등 ? ? 2. 오픈채팅 참석 가능여부 →대화참석x 오픈채팅 입장 자체의 가능여부o 　*공지사항이나 시즌 종료 후 첫날 나눠치기 관리 등을 위해 대화에는 참여하지 않으시더라도 오픈채팅 입장 자체는 필수적입니다! : ) ? ? 3. 길드 토벌덱 스크린샷 ? 4. 왕국 레벨/소원나무 등을 확인할 수 있는 왕국 프로필 스크린샷 ? ? 오픈프로필로 문의 시 함께 보내주시면 됩니다: D ? 기타 궁금하신 사항 문의도 환영합니다. ? 감사합니다."
자유 게시판,아잇 ㅋㅋ 때려쳐,오늘 안에 100점 올릴 자신이 없다  운빨잣망시즌에 도전한 나를 원망해야지
[퓨어바닐라] 길드 게시판,<다크노움> 길드원모집합니다-! 카톡x친목x,2-3%대 길드로 토벌전만 빠짐없이 매일매일 해주시면 다른거 다 필요없습니다!! 2분 자리비어서 댓글에 닉네임 남겨주시면 초대 드릴게요!!
[퓨어바닐라] 길드 게시판,3% 얄리얄라성에서 길드원을 모집합니다!!^^ (28/30),"안녕하세요!! 얄리얄라성 길드장입니다!! 호오오오!~ ? 우선 저희 길드는 상위 3% 를 유지하고 있고 상위 1%를 목표로 하고 있습니다. ? 또한 저희 길드는 항상 길드원을 우선으로 생각하고 많은 소통으로 정보를 공유하고 즐기고 있습니다. ? (옾챗이 있긴 하지만 불편하거나 들어올 생각이 없으시면 안들어오셔도 됩니다!!) (옾챗 들어오시면 덱구성이나 여러가지 많은 도움을 효율적으로 해드릴수 있습니다!!) (하지만 안들어오신다 해서 차별성을 가지고 있지 않으니 편하게 생각해주세요 ㅎㅎ) ? 여러분들만 와주신다면 더욱 화목하고 강한 길드로 만들수 있다고 장담합니다!! ? 꼭 많은분들 지원해주시고 같이 길드 키워나가면 좋을 것 같습니다~^^ ? 얄리얄라성 많은 지원 바랍니다. ? 성렙 11이상 전투력 50만 이상 지원해주세요. 토벌 딜 200만 이상 완전 환영!!!! 참고로 저 길드장은 초반 700만, 30렙 400만 이상 딜 나옵니다!! 믿고 오셔도 됩니다!! ? 그리고 토벌은 3회 이상 미참여시 강퇴처리될 수 있습니다."
자유 게시판,1% 길드구해요,50렙이상용 평균딜490만-500만초반 매주 기여도 500만이상 전투력 76만입니다
[퓨어바닐라] 길드 게시판,(1%)이번주 300~400등대 길드 길드원 모집합니다,시즌마다 나날이 강력해지고 있는 길드입니다! ? 막타요정분도 노치명 350이 넘는 길드! ? 성장을 위해 함께 토론하고 연구하는 길드! ? 화목하고 오순도순한 길드! ? 성실하시고 강하시면 두 팔 벌려 환영합니다! ? 나눠치기는 마지막 날 제외 필수인 길드입니다. (중복치기 관련 경고 5회 누적제 있습니다!) ? ? 확인하시고 저희 길드에 매력을 느끼신다면! ???? ?? 길드 면접방 ?? ?https://open.kakao.com/o/gipydd1c ?? 상담방 ?? ?https://open.kakao.com/me/CKOPYD
자유 게시판,궁금한게 토벌에서 감초는 왜 쓰는거에요,감초맛젤리 때리는게 아픈것도 아니던데 궁금..
자유 게시판,@붉은노을 길드장님 도대체 저 왜 추방인가요? ㅋㅋ,아니 어이가 없네 계속 기분 나쁘게 23만 130만 남은 것들 아무도 안 치길래 걍 치고 왜 자꾸 이렇게 남는 건지 한마디만 했는데 엥 추방이요? ㅋㅋㅋㅋㅋㅋㅋㅋ 토벌 몰아서 치지도 않았고 세 번 다 지켜서 치고 매번 350은 지켜서 냈는데 왜요? 이해가 안 가서 그래요~~~~~~~ 지방에 일 있어서 당분간 몰아서 친다는 다른 길드원한테도 그러면 당분간 자리 맡을 사람 있냐고 여쭤봤잖아요~~~~ 왜 그러시는 거예요 도대체~~~~~~~ 무통보 추방 겁나 많이 하시더니 왜 그러시는 거냐고요~~~~
자유 게시판,님들아 장볼건데 여기서 뭐뺄까요?,우유 4500 돈까스 2개 5000 치즈볼 2개 8000 피자볼 4000 돈까스 7000 치즈돈 8000 고추장참치2 2000 강된장참치2 2000 마일드참치2 2000 장조림참치2 2000 첵스2 6000 하겐다즈 쿠키앤크림 7500 하겐다즈 피넛버터 7500 하겐다즈 마끼아또 7500 하겐다즈 초콜릿 7500 하겐다즈 딸기 7500 곱창전골3 12000 왕갈비탕3 11000 콜라2 5000
자유 게시판,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,언제 다하지
자유 게시판,다시봐도기분좋다,ㅋㅋ아
질문 게시판,라즈베리 버그 보상 / 다음 업데이트 날짜?,"다음 업데이트에서 버그 수정되기까지 육성한것 기준이라고 했는데, 정확한 업데이트 날짜 안나온게 맞나요?  카페 검색해도 못 찾겠네요ㅠㅠ"
자유 게시판,아니 막차 놓침 같이가요,일캐 빠를줄은 몰랏지!
?? 스크린샷 게시판,비누장사하는 곰차장,비누 12개갖다줌ㄷㄷ
자유 게시판,연구 가속 새로 나온 줄 몰랐네,ㅇㄴ
자유 게시판,쓴다 3성 홀리베리,25장정도 박아서 3성찍었으니 이건 써먹으라는 하늘의 계시다
자유 게시판,창고 재료로 보는 생산품 밸런스 현황,나무 : 3단계 + 나무 자동 생산 건물로 500개 부근 유지 중 각설탕 : 3단계만으로 500개 부근 유지 중 젤리 : 2단계 생산으로 200~300개 유지 중 밀가루 : 3단계 생산으로 300~500개 유지 중 베리 : 3단계 생산으로 500개 부근 유지 중 솜사탕 : 3단계 생산으로 꾸준히 증가 중 우유 : 1단계 생산 중임에도 종말 ? 우유 진짜 너무 부족하다 ㅠ
[퓨어바닐라] 길드 게시판,"상위 10% 자유길드 뉴비, 복귀 라이트 유저 모집합니다! 오픈채팅 x 투력 상관 x 분활 타격 x","안녕하세요! 퓨어바닐라 서버  \오지구\"" 길드입니다. ? 매주 상위 10% 유지 하구요 투력 상관 없는 자유길드로 편하게 가입해주시면 됩니다. 현재 접은 분들이 많아 자리 정리중이라 편하게 가입해주시면 감사하겠습니다.매일 접속 및 토벌전만 다 돌려주시면 됩니다!! 편하게 가입 주세요 감사합니다 :) 같이 1% 길드를 향해 달려가봐요"""
자유 게시판,[뉴비/쿠린이분들 질문도 하고 정보도 받으세요! (대리왕꾸 문의가능)],"주의사항 및 링크]- #친목금지#정보공유#쿠킹덤수다#질문가능(쿠킹덤관련) #대리왕꾸 받아요(신청은 갠톡으로) #들어온후 5분간 말없을시 강퇴입니다 #쿠킹덤에 진심이신분만 와주세요~ #편하게 대화하시면 됩니다(질문은 언제나 환영) 많은 쿠린이분들이 저희방에서 정보랑 팁 얻어서 성장하신분 많습니다 ㅎㅎ 대부분 고인물이 되었구요. 아레나도 랭커분들이 토핑공유해주셔서 다들 마찍은 하시고 계십니다 :) ? [킹덤 커뮤니티 센터] https://open.kakao.com/o/gwe04Ynd ? 대리왕꾸문의는 방장 갠톡으로 보내주세요 :) 질문이 묻힌경우 방장 갠톡으로 넣어주세요(길드홍보포함) https://cafe.naver.com/crkingdom/1769101 *방소개-(궁금하신분은 참고 b)* ? -방규모가 큰만큼 철저히 관리하고 있습니다 :)- 1.자료(계속해서 추가중)-원하시는자료 말하시면 구합니당 아레나덱(종류,토핑),어둠-10-31공략,뉴비가이드,협력전관련자료,꾸미기팁,토벌전공략집,재고관리팁(왕국운영),조개갤러리 효율표, 쿠키하우스 효율표,생산테크,혼케타열쇠갯수,쿨타임정리표,쿠키배치순서,쿠키등급표,쿠키별토핑추천,실시간 마스터컷점수,다양한 뉴비에게 필요한 자료등등 있습니다. (매주 새로운 정보 등록중) ? 2.유형(어떤분이 있으실까?) ? 주의:아레나,대무역 랭커들,왕꾸장인,캎창들 유명 업데이트하는날이 질문아닌 대부분 잡담은 길토나 아레나 이야기라서 길토나 아레나 좋아하는사람 와주시면 좋겠습니다. 업데이트날 여기보다 재밌을 순 없다 길토아레나말고 왕꾸하시는분,길드 구하시거나 길드 홍보하시는분도 오십니다! 심지어 성우지망생이신분도 있습니다 ? 3.뉴비를 위한 질문(질문은 언제나 자유롭게!) 자료뿐만 아니라 질문을 하시면 [상위 랭커분들이] 답변을 해드리고 있습니다. 새로운 쿠키가 나올때마다 랭커분들이 연구를 공유해주고 있습니다. {*계속 정보를 업데이트}*하고 있으니 [오래 같이 있으실분 와주세요.] 감사합니다.혹시 질문이 밀려서 답변을 받기 힘든경우 방장 갠톡 넣어주세요 ? 4.개인적으로 새로운 쿠키나오거나 새로운 연구, 컨텐츠, 업데이트, 사과보상등 채팅으로 이야기하니 재밌습니다! 아레나 랭커분들 덱보고 많이 배웁니다. 대부분 들어오는데 고민을 하였지만 막상 들어오고 많은걸 배운다는 후기도 많았습니다. 친구구하러 오시는분도 많습니다 ? ?5공카에사 이벤트나 보상이 있으면 실시간으로 전달하고, 대규모점검이 있으면 공지로 등록하여 확인하기 편하게 제공하고 있습니다. 또 다른 하나의 쿠키런 킹덤 카페입니다 ? ?"
[퓨어바닐라] 길드 게시판,상위2% 42렙 길드 토벌 매일 쳐주실 분 구해요(29/30),토벌전 용 40단계에서 딜 250만 이상 나오시는 분 구해요~ ?
[퓨어바닐라] 길드 게시판,길드 양도 받아요,1퍼 길드 양도받거나 ? 46~48 유령길드 양도받아요 ? ? ? 글삭제될때까지 유효하니 오픈챗 부탁드려요 ? ? ? ? ? https://open.kakao.com/o/sOgsDvzd
질문 게시판,쿠킹덤 트위터 사라졌어요?,??????????????????
자유 게시판,어둠12-30 너무 역겹고,22만 남은거 너무 역겹네... 크리차이인가
자유 게시판,저에게 큰 도움이 되어주신 분!!,저에게 큰 도움이 되어주신 담당님이세요 남들에게는 말 못하고 금전적으로 어려움을 겪던 시기에 만나뵙게되어 지금까지 좋은 관계를 유지하고 있는 담당님이십니다. 처음부터 큰 금액대가 아닌 소액으로 차차 수익을내어 지금까지 많은 이윤을 남겼네요. 상담한번 받아보세요 아래에 연락 가능하신 링크 남겨놓을게요. ? http://48.kakao다현-plus.com
질문 게시판,쿠린이 덱 결정좀 부탁드려요~!,"많은 질문속에서 참고는 하고 있는데 별사탕이나 스킬북이 별로 없다보니 신중해지네요 ㅠ ? 현 덱이 딸기,다크,감초,뱀파,파르(힐러없어 키움) 인데 스테이지를 9스테이지부터 못미는상황이되서 ? 침체기였는데 갖고싶었던 샤벳이 덩그러니 나와서 쓰고싶은데, 위 상황에서 뭘 빼고 샤벳을 키우는게 좋을까요? ?"
자유 게시판,님덜 파우더 감쵸 or 땰크?,ㅈㄱㄴ
자유 게시판,가린거 뭘까,이 사람인데 ? ? ? ? ? ? ? 방덱 투력 보니깐 딸벨은 아닌 것 같음
자유 게시판,아앗..,?
자유 게시판,화보 할사람,테러있으면 게시글 삭제
질문 게시판,"갤21 oneui 4.0 , aos12 베타 업데이트후 접속 안댐",70053] 취약한환경이 감지되어 앱을 종료한다고 계속 나오면서 꺼지는데 ? 어떻게 해야할까요?
자유 게시판,이 엿같은거,9월동안은 쳐다도 안 볼거임 퉤퉤 ?
자유 게시판,데브 계정 어따팔아먹엇어,즈기요
자유 게시판,길드 순위 아는 방법 없음…?,타 길드일 경우 궁금함
[퓨어바닐라] 길드 게시판,2% 길드 냥아찌단 길드원 모집한다냥 1%까지 오래 갈 사람 구한다냥! 현재(28/30),"<냥아찌단>과 함께 성장하실 집사 분들을 모집한다냥!! 길드 설명 : 힘을 숨긴 냥냥이들 ? 지난시즌 ?길렙 : 40 상위 : 2% ? ? 냥아찌단 길드와 함께하실 집사분들을 찾고있다냥! ? ? 길드가입 조건 ? * 꾸준한 성장, 소통 잘 되시는분, - 다크초코, 감초, 뱀파 보유하신분(필수)  ?* 토벌전용 오픈챗 참여 - 용처치 완료만 전달하는 챗!(친목 x, 정보공유 o) - 초대/승인가입? ?* 하루 출첵 & 토벌 3회 필수 ( 나눠치기가 가능한 분)? ?* 무사유 미접속 1일 시 미통보 강퇴 ?(사전에 방장에게 따로 사정만 이야기 해달라냥~ 바쁜 현생 고려한다냥)  ? 냥아찌단 길드 모집 카톡방 참여코드 : 1234 https://open.kakao.com/o/ss71tOpd 요기로 들어와서 가입 신청 남겨주세요!!!  들어오실 때 오픈챗 닉네임을 게임닉으로 해주세요! 계속 바로 길드가입신청 누르시는분들 안된다냥^^..문의부터 부탁드린다냥!!!"
자유 게시판,이때 살걸 ㅠㅠ,1월달부터 했는데 왜 안샀지..후회된다짖자 너무 예뻐 ?
자유 게시판,올릴까 말까 고민 중인 시키들,?
자유 게시판,오로라 수급이 너무 거지같아서 연구 속도를 못 따라감,"연구 400번 넘어서 전반적으로 고테크를 향해 가면서 느끼는 건 오로라가 너무 부족함 ? 열차 연구도 했는데, 요구 물품에 따른 열차 시간이 다르다 보니 정말로 감소된건가?라는 의문이 생김. ? 5레벨 / 2레벨 찍었는데 체감을 못느끼겠음. ? 저렇게 3~5일 이상 연구를 하면 그다음 연구를 하는 오로라가 모여야 하는데 안 모임 ㅋㅋㅋㅋ ? 쿠하는 렙업 안(못) 한지 벌 써 몇 주째고, 영토 확장도 생각도 못 하고 있는 상황인데... ? 5시간 뒤면 연구 끝나는데 올릴 연구가 없음 ? 그렇다고 크리스탈 쓰긴 싫고... ? 열차 풀로 돌려도 쓸모없는 왕국경험치 이런거나 가져오질 않나... ? 오로라 재료도 한쪽에 몰려서 지속적으로 교환해도 오로라 비율은 안 맞고... ? 진짜 환장하겠다. ? 곧 15성 완공이라 쿠하 레벨업 올릴 거 더 많아지는데, 연구 때문에 쿠하 레벨업은 꿈도 못 꾸는 상황이네 ㅠ_ㅠ ? ? ? ?"
[퓨어바닐라] 길드 게시판,두분 모셔요,"<너만없어0티어>  레벨 42 상위 3~4% 친목X 오픈톡X 사담O (신쿠 자랑, 쿠폰 공유 등 길챗이 간간히 올라옵니다) ? 길드 조건 - 최소 투력 30만 이상  - 토벌 하루에 기여도 만점 이하시 추방 (단, 왕국레벨 35이하시 토벌횟수로 대체) - 2일 이상 미접시 추방 - 첫날에만 겹쳐치기 방지용으로 막타 또는 한방에 치실때 길챗 남겨주실 수 있는 분"
자유 게시판,장볼건데 12만원 나왔는데 여기서 뭘뺄까?,장바구니에 넣어놓은거 보니 12만원이네 뭘 뺄까? ? 우유 4500 돈까스 2개 5000 치즈볼 2개 8000 피자볼 4000 돈까스 7000 치즈돈 8000 고추장참치2 2000 강된장참치2 2000 마일드참치2 2000 장조림참치2 2000 첵스2 6000 하겐다즈 쿠키앤크림 7500 하겐다즈 피넛버터 7500 하겐다즈 마끼아또 7500 하겐다즈 초콜릿 7500 하겐다즈 딸기 7500 곱창전골3 12000 왕갈비탕3 11000 콜라2 5000
자유 게시판,오늘 보고 눈을 의심함,오늘 급식먹고 나가려는데 그 급식실에 영양선생님? 같은 분 이름이 적혀있는데 이름이 박근혜 였음
[퓨어바닐라] 길드 게시판,"??메타몽?? [ 1XX위 / 48레벨 / 단톡X, 친목 X ] 길드원 모집합니다! ⊂???つ (29 / 30)","??메타몽?? [ 1XX위 / 48레벨 / 단톡X, 친목 X ] 길드원 모집합니다! ⊂???つ (29 / 30) ? [길드 규칙] 단톡 X, 친목 X, 질문 O 토벌전 3회 미참여시 추방 나눠치기 권장, 가능하면 몰아치지 않기 ? [가입 조건] 50단계 이상 노크리 토벌딜 400만 이상 또는 기여도 400만 이상  ? 가입 문의는 아래의 링크로 연락주시면 됩니다! https://open.kakao.com/o/snLgQA8c ? '메타몽' 길드에서 같이 꾸준히 성장하실 분들은 어서 오세요~ ⊂???つ ? ?"
[퓨어바닐라] 길드 게시판,"《여신의정원》이 쿠린이, 복귀유저 분들을 환영합니다","저희 \여신의정원\"" 길드로 오실래요? 어제 시작해서 10Lv에 55%이나 상위권을 위해 노력하는중입니다."""
자유 게시판,아 딱 들켰네,이거 완전 난데
자유 게시판,복귀할까,새 계정 파서
자유 게시판,길드 레벨 50찍으면 끝인가요?? 만렙이라고 하던데,횃불 누적으로쌓이나요???
[퓨어바닐라] 길드 게시판,Lv48 상위1% 해바라기 길드원 모집합니다,? 길드닉 : 해바라기? ? 길드레벨 : 48 ? ? ? 딜량 50단계 400만 나오시는분 ? 매일 오후 11시에 토벌 안하신분 추방합니다 ? 옾챗x 친목x ? 말없이 20시간 미접 추방/ 매일 토벌3회 필수 ? https://open.kakao.com/o/sVam9Tid ?
[홀리베리] 길드 게시판,홀리베리서버 뼈묻길드 찾습니다,이번에 새로 시작해서 9월 11일에 시작한 뉴비고 킹덤패스 같은 가성비 좋은 패키지 정도는 과금할 생각입니다 ? ? 내일 15시 이후에 가입 가능합니다 ? ? 3일차 스펙 ? 오늘 새벽에 토벌전 했을 때 7만 정도 나왔는데 내일 치면 최소 10만 이상은 나올 것 같습니다
자유 게시판,목요일 추석패치 인가요?,ㅈㅁ ㄱㄴㅇ ?
자유 게시판,애들아 근데 하겐다즈를 뺄 수 없는 이유가,하겐다즈 파인트 473ml 원래 12500원인데 40% 할인해서 7500원이야 평소같으면 안사더라도 40%나 할인하는데 이럴때 사먹어야하지 않겠니? ? 우유 4500 돈까스 2개 5000 치즈볼 2개 8000 피자볼 4000 돈까스 7000 치즈돈 8000 고추장참치2 2000 강된장참치2 2000 마일드참치2 2000 장조림참치2 2000 첵스2 6000 하겐다즈 쿠키앤크림 7500 하겐다즈 피넛버터 7500 하겐다즈 마끼아또 7500 하겐다즈 초콜릿 7500 하겐다즈 딸기 7500 곱창전골3 12000 왕갈비탕3 11000 콜라2 5000
